               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 185,            0.030748,            0.076871,            0.059235,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070501,           0.0070501,           0.0070501
                 186,            0.033775,            0.079362,            0.059281,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070341,           0.0070341,           0.0070341
                 187,            0.033822,            0.093901,             0.05626,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007018,            0.007018,            0.007018
                 188,             0.02949,            0.073176,             0.05551,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007002,            0.007002,            0.007002
                 189,            0.030609,            0.085742,             0.05609,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006986,            0.006986,            0.006986
                 190,            0.028289,            0.082758,            0.053189,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069699,           0.0069699,           0.0069699
                 191,            0.029553,            0.070381,            0.056141,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069539,           0.0069539,           0.0069539
                 192,            0.032481,            0.084231,             0.05897,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069379,           0.0069379,           0.0069379
                 193,             0.03217,            0.081851,            0.058744,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069218,           0.0069218,           0.0069218
                 194,            0.032291,            0.077737,            0.057808,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069058,           0.0069058,           0.0069058
                 195,            0.029443,            0.079178,            0.055134,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068898,           0.0068898,           0.0068898
                 196,            0.028318,            0.070018,            0.055631,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068737,           0.0068737,           0.0068737
                 197,            0.030055,            0.076342,            0.056317,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068577,           0.0068577,           0.0068577
                 198,            0.027839,            0.079159,            0.056049,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068417,           0.0068417,           0.0068417
                 199,             0.02905,            0.075651,            0.056558,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068257,           0.0068257,           0.0068257
                 200,            0.028026,            0.066904,            0.053257,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068096,           0.0068096,           0.0068096
                 201,            0.027599,            0.065838,            0.054863,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067936,           0.0067936,           0.0067936
                 202,            0.025946,            0.071229,              0.0512,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067776,           0.0067776,           0.0067776
                 203,            0.027825,            0.069495,            0.056597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067615,           0.0067615,           0.0067615
                 204,            0.028695,            0.072924,            0.059323,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067455,           0.0067455,           0.0067455
                 205,            0.025119,            0.072728,             0.05267,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067295,           0.0067295,           0.0067295
                 206,            0.029095,            0.074738,            0.055982,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067134,           0.0067134,           0.0067134
                 207,            0.027071,            0.076399,             0.05402,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066974,           0.0066974,           0.0066974
                 208,            0.028814,            0.071458,            0.056167,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066814,           0.0066814,           0.0066814
                 209,            0.030934,            0.076669,            0.054115,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066653,           0.0066653,           0.0066653
                 210,            0.029198,             0.07459,            0.053252,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066493,           0.0066493,           0.0066493
                 211,            0.029537,            0.079067,            0.055737,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066333,           0.0066333,           0.0066333
                 212,            0.027984,             0.08099,            0.052977,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066172,           0.0066172,           0.0066172
                 213,            0.028688,            0.079955,            0.051181,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066012,           0.0066012,           0.0066012
                 214,            0.028961,            0.081234,            0.053186,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065852,           0.0065852,           0.0065852
                 215,            0.029979,            0.087974,            0.054683,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065691,           0.0065691,           0.0065691
                 216,            0.029563,             0.09081,            0.053765,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065531,           0.0065531,           0.0065531
                 217,            0.028759,            0.071815,            0.053002,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065371,           0.0065371,           0.0065371
                 218,            0.029272,            0.075001,            0.057574,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006521,            0.006521,            0.006521
                 219,            0.031543,            0.087756,            0.055921,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006505,            0.006505,            0.006505
                 220,            0.027852,            0.073781,            0.051319,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006489,            0.006489,            0.006489
                 221,            0.028388,            0.073378,            0.057243,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064729,           0.0064729,           0.0064729
                 222,            0.028343,            0.075335,             0.05237,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064569,           0.0064569,           0.0064569
                 223,            0.027105,            0.085496,             0.05057,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064409,           0.0064409,           0.0064409
                 224,            0.026437,             0.07718,              0.0539,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064248,           0.0064248,           0.0064248
                 225,            0.028597,            0.084089,            0.053725,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064088,           0.0064088,           0.0064088
                 226,            0.030874,            0.084985,            0.054783,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063928,           0.0063928,           0.0063928
                 227,            0.027353,            0.073574,            0.050587,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063768,           0.0063768,           0.0063768
                 228,            0.030081,             0.07847,            0.053506,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063607,           0.0063607,           0.0063607
                 229,            0.029382,            0.077479,            0.052863,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063447,           0.0063447,           0.0063447
                 230,            0.029072,            0.080724,             0.05057,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063287,           0.0063287,           0.0063287
                 231,            0.029565,            0.073821,             0.05241,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063126,           0.0063126,           0.0063126
                 232,            0.029314,            0.077959,            0.053639,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062966,           0.0062966,           0.0062966
                 233,            0.029398,            0.080888,            0.051499,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062806,           0.0062806,           0.0062806
                 234,            0.028392,             0.07282,             0.04948,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062645,           0.0062645,           0.0062645
                 235,            0.026112,            0.073638,             0.05099,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062485,           0.0062485,           0.0062485
                 236,            0.025812,            0.078875,             0.04947,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062325,           0.0062325,           0.0062325
                 237,            0.026106,            0.073358,            0.049831,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062164,           0.0062164,           0.0062164
                 238,            0.026773,            0.076226,            0.047279,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062004,           0.0062004,           0.0062004
                 239,            0.027379,            0.060716,            0.049834,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061844,           0.0061844,           0.0061844
                 240,            0.028174,            0.068982,            0.050844,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061683,           0.0061683,           0.0061683
                 241,            0.025858,            0.078019,            0.048541,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061523,           0.0061523,           0.0061523
                 242,            0.026657,            0.070457,             0.04958,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061363,           0.0061363,           0.0061363
                 243,            0.026549,            0.075948,            0.049433,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061202,           0.0061202,           0.0061202
                 244,            0.025801,            0.067506,            0.050275,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061042,           0.0061042,           0.0061042
                 245,            0.025175,            0.069214,            0.047728,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060882,           0.0060882,           0.0060882
                 246,             0.02531,            0.072641,            0.049207,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060721,           0.0060721,           0.0060721
                 247,            0.027226,            0.061836,            0.047545,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060561,           0.0060561,           0.0060561
                 248,            0.024838,            0.067735,            0.045897,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060401,           0.0060401,           0.0060401
                 249,             0.02772,            0.068167,            0.048284,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006024,            0.006024,            0.006024
                 250,            0.026497,            0.078221,            0.047388,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006008,            0.006008,            0.006008
                 251,            0.024417,            0.065135,            0.043443,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005992,            0.005992,            0.005992
                 252,            0.027467,            0.075516,            0.047918,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005976,            0.005976,            0.005976
                 253,            0.027023,            0.076825,            0.045635,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059599,           0.0059599,           0.0059599
                 254,            0.030947,             0.07307,             0.04968,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059439,           0.0059439,           0.0059439
                 255,            0.029164,            0.078728,             0.04618,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059279,           0.0059279,           0.0059279
                 256,            0.026728,            0.072338,            0.046595,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059118,           0.0059118,           0.0059118
                 257,             0.02691,            0.070965,            0.047761,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058958,           0.0058958,           0.0058958
                 258,            0.029539,            0.076546,            0.044568,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058798,           0.0058798,           0.0058798
                 259,             0.03157,             0.06836,            0.051338,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058637,           0.0058637,           0.0058637
                 260,            0.027133,            0.064409,            0.046641,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058477,           0.0058477,           0.0058477
                 261,            0.027892,            0.070191,            0.045131,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058317,           0.0058317,           0.0058317
                 262,            0.026822,            0.060732,            0.047448,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058156,           0.0058156,           0.0058156
                 263,            0.026156,            0.069909,            0.045839,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057996,           0.0057996,           0.0057996
                 264,            0.027568,            0.077601,            0.045168,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057836,           0.0057836,           0.0057836
                 265,            0.025818,            0.064287,            0.047117,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057675,           0.0057675,           0.0057675
                 266,            0.026329,            0.072165,            0.046773,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057515,           0.0057515,           0.0057515
                 267,            0.025536,            0.065401,             0.04609,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057355,           0.0057355,           0.0057355
                 268,            0.024807,            0.065219,            0.047165,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057194,           0.0057194,           0.0057194
                 269,            0.026124,            0.075651,            0.047039,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057034,           0.0057034,           0.0057034
                 270,            0.027382,            0.074753,            0.047675,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056874,           0.0056874,           0.0056874
                 271,            0.026848,            0.073966,            0.045833,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056713,           0.0056713,           0.0056713
                 272,            0.025706,            0.069837,            0.043735,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056553,           0.0056553,           0.0056553
                 273,            0.024892,            0.064187,            0.044602,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056393,           0.0056393,           0.0056393
                 274,            0.025954,            0.081854,             0.04381,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056232,           0.0056232,           0.0056232
                 275,            0.026283,            0.065862,            0.044744,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056072,           0.0056072,           0.0056072
                 276,            0.025722,            0.070928,            0.041614,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055912,           0.0055912,           0.0055912
                 277,            0.026644,            0.074596,            0.043537,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055752,           0.0055752,           0.0055752
                 278,            0.025011,            0.069213,            0.040668,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055591,           0.0055591,           0.0055591
                 279,            0.025132,            0.067752,            0.040575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055431,           0.0055431,           0.0055431
                 280,            0.026046,            0.074943,            0.041808,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055271,           0.0055271,           0.0055271
                 281,            0.027227,             0.07719,            0.044802,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005511,            0.005511,            0.005511
                 282,            0.027167,            0.073756,            0.045985,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005495,            0.005495,            0.005495
                 283,            0.024559,            0.072032,            0.043852,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005479,            0.005479,            0.005479
                 284,            0.026831,            0.070982,            0.048833,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054629,           0.0054629,           0.0054629
                 285,             0.02724,            0.069428,            0.041626,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054469,           0.0054469,           0.0054469
                 286,            0.025807,            0.078293,             0.04111,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054309,           0.0054309,           0.0054309
                 287,            0.026877,            0.070197,             0.04697,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054148,           0.0054148,           0.0054148
                 288,            0.025818,            0.070623,            0.045871,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053988,           0.0053988,           0.0053988
                 289,             0.02463,            0.062661,            0.048266,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053828,           0.0053828,           0.0053828
                 290,            0.023947,            0.069396,            0.040432,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053667,           0.0053667,           0.0053667
                 291,            0.023833,            0.062329,            0.042252,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053507,           0.0053507,           0.0053507
                 292,            0.025159,            0.070196,            0.046056,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053347,           0.0053347,           0.0053347
                 293,            0.025406,            0.060718,            0.040774,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053186,           0.0053186,           0.0053186
                 294,             0.02431,            0.071843,            0.040816,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053026,           0.0053026,           0.0053026
                 295,            0.024075,            0.069102,            0.039604,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052866,           0.0052866,           0.0052866
                 296,            0.025816,            0.071663,            0.041003,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052705,           0.0052705,           0.0052705
                 297,            0.024727,            0.071258,            0.041324,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052545,           0.0052545,           0.0052545
                 298,            0.025349,            0.072617,            0.043478,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052385,           0.0052385,           0.0052385
                 299,            0.025556,            0.070626,            0.041272,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052224,           0.0052224,           0.0052224
                 300,            0.024546,            0.059154,            0.040428,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052064,           0.0052064,           0.0052064
                 301,            0.026087,            0.065719,            0.041265,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051904,           0.0051904,           0.0051904
                 302,            0.027233,            0.072129,            0.042466,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051743,           0.0051743,           0.0051743
                 303,            0.026018,            0.069741,            0.040804,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051583,           0.0051583,           0.0051583
                 304,            0.026229,            0.067279,            0.042237,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051423,           0.0051423,           0.0051423
                 305,            0.025284,            0.064607,            0.041397,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051263,           0.0051263,           0.0051263
                 306,            0.022908,            0.074343,            0.038358,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051102,           0.0051102,           0.0051102
                 307,            0.027707,            0.070293,            0.039374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050942,           0.0050942,           0.0050942
                 308,            0.026729,            0.071294,            0.042375,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050782,           0.0050782,           0.0050782
                 309,            0.026175,            0.072891,            0.043204,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050621,           0.0050621,           0.0050621
                 310,            0.025258,            0.065934,            0.042364,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050461,           0.0050461,           0.0050461
                 311,            0.023129,            0.064378,             0.04075,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050301,           0.0050301,           0.0050301
                 312,            0.023028,            0.061503,            0.039128,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005014,            0.005014,            0.005014
                 313,            0.027844,             0.06838,            0.041861,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004998,            0.004998,            0.004998
                 314,             0.02655,            0.076309,            0.043046,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004982,            0.004982,            0.004982
                 315,            0.024909,            0.074297,            0.036773,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049659,           0.0049659,           0.0049659
                 316,            0.025306,            0.062328,            0.041077,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049499,           0.0049499,           0.0049499
                 317,            0.023015,            0.062631,            0.036612,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049339,           0.0049339,           0.0049339
                 318,            0.026817,            0.078277,            0.041125,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049178,           0.0049178,           0.0049178
                 319,            0.028407,             0.07681,            0.041053,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049018,           0.0049018,           0.0049018
                 320,            0.026937,            0.070768,            0.041044,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048858,           0.0048858,           0.0048858
                 321,             0.02448,            0.069956,            0.038504,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048697,           0.0048697,           0.0048697
                 322,            0.023745,            0.060562,            0.038198,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048537,           0.0048537,           0.0048537
                 323,            0.022864,            0.063442,            0.036696,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048377,           0.0048377,           0.0048377
                 324,            0.026485,            0.065425,            0.041579,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048216,           0.0048216,           0.0048216
                 325,            0.025479,             0.05881,            0.040061,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048056,           0.0048056,           0.0048056
                 326,            0.025652,            0.066936,            0.041833,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047896,           0.0047896,           0.0047896
                 327,            0.022236,             0.06541,            0.037251,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047735,           0.0047735,           0.0047735
                 328,            0.022788,            0.067843,            0.036889,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047575,           0.0047575,           0.0047575
                 329,            0.027116,            0.076747,            0.045355,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047415,           0.0047415,           0.0047415
                 330,            0.024491,            0.069897,            0.040532,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047255,           0.0047255,           0.0047255
                 331,            0.026454,            0.068735,            0.042646,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047094,           0.0047094,           0.0047094
                 332,            0.025138,            0.068314,            0.040601,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046934,           0.0046934,           0.0046934
                 333,            0.023984,            0.069791,            0.037349,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046774,           0.0046774,           0.0046774
                 334,            0.023888,            0.063977,            0.040369,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046613,           0.0046613,           0.0046613
                 335,            0.026076,            0.065496,            0.041287,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046453,           0.0046453,           0.0046453
                 336,            0.025016,            0.063306,            0.040234,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046293,           0.0046293,           0.0046293
                 337,            0.025143,            0.067704,            0.040037,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046132,           0.0046132,           0.0046132
                 338,            0.023503,            0.063785,             0.03882,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045972,           0.0045972,           0.0045972
                 339,            0.022017,             0.05948,            0.037074,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045812,           0.0045812,           0.0045812
                 340,            0.022962,             0.07047,            0.038069,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045651,           0.0045651,           0.0045651
                 341,            0.024505,            0.081472,            0.040724,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045491,           0.0045491,           0.0045491
                 342,            0.024616,            0.070347,            0.036204,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045331,           0.0045331,           0.0045331
                 343,            0.023617,            0.068248,            0.036526,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004517,            0.004517,            0.004517
                 344,            0.024001,            0.063609,            0.035928,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004501,            0.004501,            0.004501
                 345,            0.024822,            0.069941,            0.038238,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004485,            0.004485,            0.004485
                 346,            0.024423,            0.063155,            0.038832,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044689,           0.0044689,           0.0044689
                 347,            0.024643,            0.062413,            0.035987,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044529,           0.0044529,           0.0044529
                 348,            0.025355,               0.071,            0.033699,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044369,           0.0044369,           0.0044369
                 349,            0.025746,            0.073084,            0.035649,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044208,           0.0044208,           0.0044208
                 350,            0.025913,            0.061037,            0.037882,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044048,           0.0044048,           0.0044048
                 351,            0.031603,            0.075829,            0.036537,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043888,           0.0043888,           0.0043888
                 352,            0.028468,            0.071949,            0.032522,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043727,           0.0043727,           0.0043727
                 353,            0.027409,            0.064721,            0.037753,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043567,           0.0043567,           0.0043567
                 354,            0.023398,            0.066807,            0.031022,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043407,           0.0043407,           0.0043407
                 355,            0.025358,             0.06198,            0.036699,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043246,           0.0043246,           0.0043246
                 356,            0.024031,            0.057737,            0.037318,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0043086,           0.0043086,           0.0043086
                 357,             0.02627,            0.068093,            0.038127,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042926,           0.0042926,           0.0042926
                 358,            0.026343,            0.071238,            0.037157,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042766,           0.0042766,           0.0042766
                 359,            0.025371,            0.060381,            0.038289,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042605,           0.0042605,           0.0042605
                 360,            0.026572,            0.068418,            0.040723,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042445,           0.0042445,           0.0042445
                 361,            0.023615,            0.058472,            0.037894,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042285,           0.0042285,           0.0042285
                 362,            0.025817,            0.066103,            0.035762,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042124,           0.0042124,           0.0042124
                 363,            0.023517,            0.070739,            0.035407,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041964,           0.0041964,           0.0041964
                 364,             0.02397,            0.065959,            0.036405,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041804,           0.0041804,           0.0041804
                 365,            0.023149,            0.054324,            0.036131,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041643,           0.0041643,           0.0041643
                 366,            0.023467,            0.067665,            0.038879,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041483,           0.0041483,           0.0041483
                 367,            0.022638,            0.065448,            0.036265,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041323,           0.0041323,           0.0041323
                 368,            0.022539,            0.064316,            0.032646,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041162,           0.0041162,           0.0041162
                 369,            0.023791,            0.069669,            0.035435,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041002,           0.0041002,           0.0041002
                 370,            0.024721,            0.069254,            0.034742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040842,           0.0040842,           0.0040842
                 371,            0.023935,            0.062397,            0.037216,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040681,           0.0040681,           0.0040681
                 372,            0.021483,            0.054962,            0.033775,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040521,           0.0040521,           0.0040521
                 373,            0.023841,             0.06508,            0.035789,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040361,           0.0040361,           0.0040361
                 374,            0.026296,            0.064599,            0.036039,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00402,             0.00402,             0.00402
                 375,            0.024178,            0.060763,            0.036672,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004004,            0.004004,            0.004004
                 376,            0.027415,            0.063473,            0.036037,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003988,            0.003988,            0.003988
                 377,            0.025237,            0.053004,            0.038965,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039719,           0.0039719,           0.0039719
                 378,             0.02538,             0.06593,            0.034771,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039559,           0.0039559,           0.0039559
                 379,            0.028184,            0.075222,             0.03668,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039399,           0.0039399,           0.0039399
                 380,            0.026073,            0.060793,            0.039955,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039238,           0.0039238,           0.0039238
